ukeycode#&#jycode#&#inputcode#&#chabbr#&#windcode#&#tradingtime#&#presettlement
1114383#&#363#&#JXKY#&#建新矿业#&#000688.SZ#&#[0930,1130],[1300,1500]#&#109500
1114385#&#365#&#BXNY#&#宝新能源#&#000690.SZ#&#[0930,1130],[1300,1500]#&#77700
1114386#&#366#&#STYT#&#ST 亚太#&#000691.SZ#&#[0930,1130],[1300,1500]#&#67400
1114387#&#367#&#HTRD#&#惠天热电#&#000692.SZ#&#[0930,1130],[1300,1500]#&#54900
1114388#&#368#&#STHZ#&#*ST 华泽#&#000693.SZ#&#[0930,1130],[1300,1500]#&#125000
1114389#&#369#&#BHNY#&#滨海能源#&#000695.SZ#&#[0930,1130],[1300,1500]#&#117300
1114390#&#372#&#ZSDL#&#宗申动力#&#001696.SZ#&#[0930,1130],[1300,1500]#&#74500
1114391#&#373#&#LSYS#&#炼石有色#&#000697.SZ#&#[0930,1130],[1300,1500]#&#230000
1114392#&#374#&#SYHG#&#沈阳化工#&#000698.SZ#&#[0930,1130],[1300,1500]#&#60100
1114394#&#376#&#MSKJ#&#模塑科技#&#000700.SZ#&#[0930,1130],[1300,1500]#&#64000
1114395#&#377#&#XMXD#&#厦门信达#&#000701.SZ#&#[0930,1130],[1300,1500]#&#111500
1114396#&#378#&#ZHKJ#&#正虹科技#&#000702.SZ#&#[0930,1130],[1300,1500]#&#77100
